City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,Hermiston,US,45.8404,-119.2895,53.42,58,0,17.27,clear sky
448,Changli,CN,39.7042,119.1506,50.59,74,100,5.35,overcast clouds
449,Sorochinsk,RU,52.4338,53.1583,55.63,54,100,7.9,heavy intensity rain
450,Jiangyou,CN,31.7667,104.7167,68.99,77,19,0.58,few clouds
451,Chumikan,RU,54.7183,135.315,25.52,92,30,4.05,scattered clouds
452,Petrokamenskoye,RU,57.716,60.6484,52.97,52,44,5.86,scattered clouds
453,Paraiso,CR,9.8383,-83.8656,82.89,48,58,3.11,broken clouds
454,Clyde River,CA,70.4692,-68.5914,23.23,74,40,13.8,scattered clouds
455,Banda Aceh,ID,5.5577,95.3222,81.54,81,96,2.89,overcast clouds
456,Ulaangom,MN,49.9811,92.0667,41.07,32,24,4.61,few clouds
457,Tarnos,FR,43.5417,-1.4628,82.67,68,0,12.66,clear sky
458,Pafos,CY,34.7667,32.4167,69.58,68,0,13.8,clear sky
459,Vila Do Maio,CV,15.1333,-23.2167,81.39,82,35,13.56,scattered clouds
460,Flin Flon,CA,54.7682,-101.865,53.44,37,40,5.75,scattered clouds
461,Talnakh,RU,69.4865,88.3972,36.21,96,100,13.67,light rain
462,Ambilobe,MG,-13.2,49.05,76.91,81,63,2.75,broken clouds
463,Uwajima,JP,33.2238,132.56,61.88,94,97,3.78,overcast clouds
464,Awjilah,LY,29.1081,21.2869,84.36,21,0,14.05,clear sky
465,Chihuahua,MX,28.5,-106.0,81.43,11,0,10.2,clear sky
466,Kaya,BF,13.0917,-1.0844,106.61,5,92,10.89,overcast clouds
467,Igrim,RU,63.1906,64.4162,50.83,76,81,3.71,broken clouds
468,Olga,RU,43.7444,135.2892,48.54,49,2,6.49,clear sky
469,Cap Malheureux,MU,-19.9842,57.6142,76.46,76,15,3.0,few clouds
470,Olkhovatka,RU,50.2831,39.2872,50.67,66,74,11.39,broken clouds
471,Rocky Mountain House,CA,52.3668,-114.9188,37.51,60,100,5.75,overcast clouds
472,Bambanglipuro,ID,-7.95,110.2833,78.96,88,100,4.79,overcast clouds
473,Cuamba,MZ,-14.8031,36.5372,72.25,58,5,2.93,clear sky
474,Miyako,JP,39.6367,141.9525,45.05,66,0,6.53,clear sky
475,Virginia Beach,US,36.8529,-75.978,60.85,56,75,24.16,broken clouds
476,Leh,IN,34.1667,77.5833,49.6,40,55,5.84,broken clouds
477,Alamosa,US,37.4695,-105.87,60.78,18,0,33.38,clear sky
478,Port Hedland,AU,-20.3167,118.5667,75.25,23,22,11.5,few clouds
479,Conde,BR,-7.2597,-34.9075,81.86,78,75,13.8,broken clouds
480,Sur,OM,22.5667,59.5289,89.71,49,0,3.96,clear sky
481,Tricase,IT,39.9304,18.3553,70.95,60,15,1.92,few clouds
482,Olinda,BR,-8.0089,-34.8553,83.93,65,40,17.27,moderate rain
483,Nkowakowa,ZA,-23.8878,30.2871,68.02,66,71,2.53,broken clouds
484,Ramsgate,GB,51.3358,1.4155,67.06,70,98,11.25,overcast clouds
485,Szentgotthard,HU,46.9526,16.2736,67.53,62,95,1.68,overcast clouds
486,Itapirapua,BR,-15.8233,-50.6133,95.86,26,0,2.91,clear sky
487,Juegang,CN,32.3174,121.1855,62.91,70,100,8.25,overcast clouds
488,Te Anau,NZ,-45.4167,167.7167,43.41,93,17,2.26,few clouds
489,Cine,TR,37.6117,28.0614,74.61,49,64,1.14,broken clouds
490,Ballina,AU,-28.8667,153.5667,64.02,96,100,9.71,overcast clouds
491,Kawalu,ID,-7.3817,108.2082,75.49,95,100,1.54,overcast clouds
492,Chuy,UY,-33.6971,-53.4616,70.52,55,8,4.09,clear sky
493,Sakakah,SA,29.9697,40.2064,89.17,13,1,3.4,clear sky
494,Umiray,PH,15.2206,121.4111,80.64,82,89,8.81,overcast clouds
495,Tambacounda,SN,13.7539,-13.7586,95.05,43,0,6.91,clear sky
496,Namibe,AO,-15.1961,12.1522,74.03,73,0,25.32,clear sky
497,Nishihara,JP,26.1842,127.7558,72.68,83,20,2.3,few clouds
498,Arandis,NA,-22.4167,14.9667,79.39,22,0,8.9,clear sky
499,Baghdad,IQ,33.3406,44.4009,82.31,17,0,4.61,clear sky
500,Mildura,AU,-34.2,142.15,42.76,87,38,4.61,scattered clouds
501,Grindavik,IS,63.8424,-22.4338,50.47,71,40,8.05,scattered clouds
502,Myitkyina,MM,25.3833,97.4,74.73,90,90,0.92,overcast clouds
503,Zhigansk,RU,66.7697,123.3711,12.42,87,96,9.78,overcast clouds
504,Oga,IT,46.4631,10.347,56.08,96,98,1.48,overcast clouds
505,Santa Fe,AR,-31.6333,-60.7,71.02,67,98,1.99,light rain
506,Zabol,AF,32.25,67.25,75.09,16,1,4.32,clear sky
507,Porto Walter,BR,-8.2686,-72.7439,90.52,49,7,1.14,clear sky
508,Winchester,GB,51.0651,-1.3187,69.66,56,0,14.97,clear sky
509,San Cristobal,VE,7.7669,-72.225,80.78,62,92,6.4,overcast clouds
510,Rawson,AR,-43.3002,-65.1023,61.11,35,0,12.39,clear sky
511,Prince Albert,CA,53.2001,-105.7677,53.55,32,40,3.44,scattered clouds
512,Nemuro,JP,43.3236,145.575,44.33,67,4,21.36,clear sky
513,Erzin,TR,36.9559,36.2,64.56,71,56,3.49,broken clouds
514,Huambo,AO,-12.7761,15.7392,70.65,55,30,4.65,scattered clouds
515,Gayny,RU,60.3071,54.3241,54.48,54,17,5.41,few clouds
516,Vestmanna,FO,62.1564,-7.1664,47.32,93,100,11.5,overcast clouds
517,Juneau,US,58.3019,-134.4197,46.98,65,0,0.0,clear sky
518,Taoudenni,ML,22.6783,-3.9836,101.73,5,1,18.37,clear sky
519,Beira,MZ,-19.8436,34.8389,71.69,88,20,5.75,few clouds
520,Ratnagiri,IN,16.9833,73.3,83.35,79,100,12.48,overcast clouds
521,Port Lincoln,AU,-34.7333,135.8667,59.07,70,4,5.99,clear sky
522,Donskoy,RU,53.9711,38.3363,44.19,65,38,15.5,scattered clouds
523,Burgeo,CA,47.6167,-57.6152,47.25,55,6,7.29,clear sky
524,Pedasi,PA,7.5333,-80.0333,88.07,70,52,7.36,broken clouds
525,Linqu,CN,36.5156,118.5397,50.94,96,100,2.53,overcast clouds
526,Amapa,BR,1.0,-52.0,78.22,90,100,1.92,overcast clouds
527,Imeni Poliny Osipenko,RU,52.4201,136.4853,33.93,79,55,5.55,broken clouds
528,Vao,NC,-22.6667,167.4833,73.69,70,97,17.81,overcast clouds
529,Bitam,GA,2.076,11.5007,73.76,92,97,3.8,light rain
530,Ust-Nera,RU,64.5667,143.2,28.85,93,95,9.42,light snow
531,Itau De Minas,BR,-20.7394,-46.7522,78.66,50,61,3.13,broken clouds
532,Vitim,RU,59.4511,112.5578,30.02,95,100,5.59,overcast clouds
533,Alta Floresta,BR,-9.8756,-56.0861,94.82,52,75,6.91,broken clouds
534,Samarai,PG,-10.6167,150.6667,82.22,81,47,13.24,scattered clouds
535,Eastlake,US,41.6539,-81.4504,68.65,29,0,12.66,clear sky
536,Hualmay,PE,-11.0964,-77.6139,70.14,75,55,10.92,broken clouds
537,Aguimes,ES,27.9054,-15.4461,75.67,73,0,19.57,clear sky
538,Quincy,US,42.2529,-71.0023,60.84,47,75,21.85,broken clouds
539,Appingedam,NL,53.3217,6.8583,74.05,37,7,3.44,clear sky
540,Turayf,SA,31.6725,38.6637,80.85,24,0,6.91,clear sky
541,Pandan,PH,14.0453,124.1694,80.2,82,62,9.89,broken clouds
542,Ugrinovci,RS,44.8783,20.1869,78.33,30,0,6.91,clear sky
543,Moshkovo,RU,55.3053,83.6104,36.93,45,6,2.33,clear sky
544,Maragogi,BR,-9.0122,-35.2225,81.43,72,100,11.86,overcast clouds
545,Yeniseysk,RU,58.4497,92.1703,29.1,82,20,4.25,few clouds
546,Seymchan,RU,62.8833,152.4333,26.76,84,36,6.2,scattered clouds
547,Batagay-Alyta,RU,67.8006,130.4114,11.66,95,100,3.89,overcast clouds
548,Sept-Iles,CA,50.2001,-66.3821,46.92,57,20,11.5,few clouds
549,Mahon,ES,39.8885,4.2658,70.36,60,20,6.91,few clouds
550,Yarkovo,RU,57.4028,67.0786,56.82,38,24,1.72,few clouds
551,Gornopravdinsk,RU,60.05,69.9,53.58,60,50,4.68,scattered clouds
552,Duekoue,CI,6.7472,-7.3496,96.66,34,42,4.59,scattered clouds
553,Lalibela,ET,12.0333,39.0333,72.3,38,83,9.35,broken clouds
554,Abay,KZ,49.6311,72.8539,52.18,39,100,19.04,overcast clouds
555,Mecca,SA,21.4267,39.8261,94.03,15,0,12.26,clear sky
556,Yuncheng,CN,35.0231,110.9928,49.55,89,4,4.34,clear sky
557,Grand Forks,US,47.9417,-97.4337,51.78,87,100,14.97,mist
558,Vila Velha,BR,-20.3297,-40.2925,78.75,53,75,17.27,broken clouds
559,Tipuani,BO,-15.5648,-68.0185,78.35,67,100,0.74,overcast clouds
560,Yamada,JP,39.4667,141.95,44.78,72,0,6.2,clear sky
561,Vanimo,PG,-2.6741,141.3028,79.54,89,96,6.38,overcast clouds
562,Guayaramerin,BO,-10.8368,-65.3614,86.05,70,75,3.44,broken clouds
563,Sorland,NO,67.667,12.6934,44.46,97,100,26.17,light rain
564,Castlebar,IE,53.85,-9.3,57.15,89,100,17.65,overcast clouds
565,Charters Towers,AU,-20.1,146.2667,67.62,94,99,12.46,overcast clouds
566,Oistins,BB,13.0667,-59.5333,86.09,66,20,16.11,few clouds
567,Kahului,US,20.8947,-156.47,75.85,67,20,16.11,few clouds
568,Gondar,ET,12.6,37.4667,74.84,33,90,9.13,overcast clouds
569,Atherton,GB,53.5237,-2.4935,65.21,65,100,5.01,overcast clouds
570,Barda,AZ,40.3744,47.1267,67.28,62,73,8.86,broken clouds
571,Hovd,MN,48.0056,91.6419,38.8,33,0,4.85,clear sky
572,Eyl,SO,7.9803,49.8164,84.96,77,18,18.95,few clouds
573,Gogrial,SS,8.5332,28.1004,95.86,29,100,3.47,overcast clouds
574,Floro,NO,61.5996,5.0328,57.27,43,75,19.57,broken clouds
575,Haines Junction,CA,60.7522,-137.5108,31.37,90,94,3.38,overcast clouds
576,Nantucket,US,41.2835,-70.0995,55.54,54,100,27.63,overcast clouds
577,Zverinogolovskoye,RU,54.4586,64.8542,59.27,34,84,9.4,broken clouds
578,Semirom,IR,31.4167,51.5667,53.31,26,0,4.88,clear sky
579,Koygorodok,RU,60.445,50.9968,47.43,79,84,8.75,broken clouds
580,Koumac,NC,-20.5667,164.2833,71.87,77,97,5.03,overcast clouds
581,Sacalum,MX,20.4833,-89.5833,92.82,45,58,8.97,broken clouds
582,Nigran,ES,42.1415,-8.8066,81.37,61,0,8.05,clear sky
583,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,55,58,13.49,broken clouds
584,Ponca City,US,36.707,-97.0856,85.95,68,1,11.99,clear sky
585,Lahaina,US,20.8783,-156.6825,75.81,76,44,7.43,scattered clouds
586,Kurmanayevka,RU,52.5093,52.0675,56.19,48,100,8.41,overcast clouds
587,Genhe,CN,50.7833,121.5167,45.43,73,100,12.39,overcast clouds
588,Ngama,TD,11.7833,17.1667,107.33,13,25,6.22,scattered clouds
589,Bilma,NE,18.6853,12.9164,106.92,7,25,4.56,scattered clouds
590,Caala,AO,-12.8525,15.5606,70.25,55,25,4.76,scattered clouds
591,Zdvinsk,RU,54.7021,78.661,51.26,55,50,7.49,scattered clouds
592,Poum,NC,-20.2333,164.0167,75.99,69,81,13.44,broken clouds
593,Half Moon Bay,US,37.4636,-122.4286,56.59,64,75,12.66,haze
594,Almaznyy,RU,48.0448,40.045,58.59,65,82,13.42,broken clouds
595,Ornskoldsvik,SE,63.2909,18.7153,47.35,57,75,6.91,broken clouds
596,Kupino,RU,54.3663,77.2981,54.66,50,48,7.76,scattered clouds
597,Tondon,GN,10.3667,-13.35,90.73,53,72,8.63,light rain
598,Belyy Yar,RU,53.6039,91.3903,40.86,37,92,4.47,overcast clouds
599,Lenger,KZ,42.183,69.8839,71.04,84,88,10.87,overcast clouds
600,Solnechnyy,RU,50.7214,136.6319,40.03,83,42,4.76,scattered clouds
601,Tacuarembo,UY,-31.7333,-55.9833,69.31,60,1,3.91,clear sky
602,Fairbanks,US,64.8378,-147.7164,36.09,93,100,8.05,light rain
603,The Valley,AI,18.217,-63.0578,85.86,70,40,14.97,scattered clouds
604,Yar-Sale,RU,66.8333,70.8333,35.28,100,100,2.51,overcast clouds
605,Kodinsk,RU,58.6881,99.1844,26.24,63,22,1.77,few clouds
606,Roma,US,43.2128,-75.4557,68.5,27,0,4.61,clear sky
607,Verkhnyaya Inta,RU,65.9811,60.3094,31.14,97,100,15.3,snow
608,Porto Novo,BJ,6.4965,2.6036,87.62,67,65,12.37,broken clouds
609,Vanderhoof,CA,54.0166,-124.0198,39.81,81,100,6.17,overcast clouds
610,Anakapalle,IN,17.6833,83.0167,85.95,62,100,15.17,overcast clouds
611,Busing,PH,13.1514,122.9714,81.37,77,54,7.07,broken clouds
612,Santa Isabel,BR,-23.3156,-46.2214,73.11,59,52,3.8,broken clouds
613,Alice Springs,AU,-23.7,133.8833,51.35,50,11,6.91,few clouds
614,Palu,ID,-0.8917,119.8707,77.25,99,100,0.76,moderate rain
615,Vigrestad,NO,58.5667,5.7,53.96,73,100,17.69,overcast clouds
616,Hongjiang,CN,27.11,109.9956,69.42,99,100,2.62,overcast clouds
617,Beohari,IN,24.05,81.3833,91.36,24,0,6.31,clear sky
618,Shingu,JP,33.7333,135.9833,58.68,96,100,6.6,overcast clouds
619,Severobaykalsk,RU,55.65,109.3167,28.58,73,100,7.63,overcast clouds
620,Norman Wells,CA,65.282,-126.8329,33.84,51,20,14.97,few clouds
621,Cabra,ES,37.4725,-4.4421,81.7,28,42,6.76,scattered clouds
622,Chernyakhovsk,RU,54.6335,21.8156,53.46,47,69,3.18,broken clouds
623,Sale,MA,34.0389,-6.8166,83.08,32,12,12.66,few clouds
624,Sampit,ID,-2.5333,112.95,75.74,97,100,0.51,overcast clouds
625,Asbury Park,US,40.2204,-74.0121,65.3,42,0,21.85,clear sky
626,Am Timan,TD,11.0297,20.2827,103.55,14,98,4.76,overcast clouds
627,Svetlaya,RU,46.5389,138.3297,45.59,73,0,5.88,clear sky
628,Grenada,ES,37.1882,-3.6067,84.56,29,0,13.8,clear sky
629,Fredericksburg,US,38.3032,-77.4605,65.86,31,0,16.11,clear sky
630,Padang,ID,-0.9492,100.3543,78.85,84,96,3.6,overcast clouds
631,Okha,RU,53.5739,142.9478,30.52,96,99,5.88,overcast clouds
632,Coihaique,CL,-45.5752,-72.0662,48.81,61,40,4.61,scattered clouds
633,Bauru,BR,-22.3147,-49.0606,81.54,57,20,3.44,few clouds
634,Fort-Shevchenko,KZ,44.5086,50.263,55.27,83,100,25.9,light rain
635,Maple Creek,CA,49.9168,-109.4848,45.01,60,100,8.05,overcast clouds
636,Bridlington,GB,54.0831,-0.1919,67.89,75,100,15.39,overcast clouds
637,Saint-Cyr-Sur-Loire,FR,47.4,0.6667,79.56,42,0,2.3,clear sky
638,Mogadishu,SO,2.0371,45.3438,82.29,82,95,15.66,light rain
639,Muli,MV,2.9167,73.5667,84.31,78,100,19.28,overcast clouds
640,Steamboat Springs,US,40.485,-106.8317,43.93,84,100,8.05,mist
641,Gimli,CA,50.6336,-96.9907,44.53,97,100,12.44,heavy intensity rain
642,Mehamn,NO,71.0357,27.8492,35.55,80,40,8.05,scattered clouds
643,Kununurra,AU,-15.7667,128.7333,75.18,33,57,6.91,broken clouds
644,Sungurlu,TR,40.1675,34.3739,57.74,59,16,10.38,few clouds
645,Raudeberg,NO,61.9875,5.1352,54.95,44,100,20.67,overcast clouds
646,Natal,BR,-5.795,-35.2094,79.45,89,75,12.66,broken clouds
647,Verkhniye Tatyshly,RU,56.2912,55.8575,53.96,53,72,7.83,broken clouds
648,Ankara,TR,39.9199,32.8543,67.55,27,40,5.75,scattered clouds
649,Moose Factory,CA,51.2585,-80.6094,68.0,32,0,13.8,clear sky
650,Verkhnyaya Sinyachikha,RU,57.976,61.6673,54.59,50,9,5.82,clear sky
651,Russell,US,32.3502,-85.1999,67.96,47,54,8.57,broken clouds
652,Vredendal,ZA,-31.6683,18.5012,63.86,45,43,12.95,scattered clouds
653,Florida,US,28.7505,-82.5001,85.91,63,75,12.66,broken clouds
654,Ewa Beach,US,21.3156,-158.0072,73.35,72,20,10.36,few clouds
655,Mount Gambier,AU,-37.8333,140.7667,40.91,93,64,5.75,broken clouds
656,Jardim,BR,-21.4803,-56.1381,88.54,28,4,4.52,clear sky
657,Soyo,AO,-6.1349,12.3689,80.74,83,56,10.02,broken clouds
658,Kasungu,MW,-13.0333,33.4833,67.28,68,31,5.55,scattered clouds
659,Portland,US,45.5234,-122.6762,47.62,88,75,6.91,broken clouds
660,Progreso,MX,21.2833,-89.6667,91.11,52,33,7.83,scattered clouds
661,Mahanoro,MG,-19.9,48.8,76.17,89,0,8.19,clear sky
662,Manono,CD,-7.3,27.4167,77.9,66,97,3.96,overcast clouds
663,Candido Mendes,BR,-1.4467,-45.7167,76.37,96,100,0.85,overcast clouds
664,Kuryk,KZ,43.2,51.65,55.06,75,56,22.19,broken clouds
665,Abu Dhabi,AE,24.4667,54.3667,86.02,44,0,13.8,clear sky
666,Tahoua,NE,14.8888,5.2692,105.78,13,0,3.44,clear sky
667,Waw,SS,7.7029,27.9953,87.08,47,100,6.26,light rain
668,Byron Bay,AU,-28.65,153.6167,64.29,75,98,9.64,light rain
669,Livingston,GB,55.9029,-3.5226,56.48,82,20,16.11,few clouds
670,Minab,IR,27.1467,57.0801,84.52,54,0,4.61,haze
671,Uhlove,UA,44.8215,33.6045,58.01,69,16,6.96,few clouds
